"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: offset","Param: size"
"scala.collection.immutable.HashSetBenchmark.diff","avgt",1,1,23956.070875842986,NaN,"ns/op","1.0","1000"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,9.901764171978892,NaN,"ns/op","0.0","1"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,21.69249661768412,NaN,"ns/op","0.0","10"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,420.8631529757259,NaN,"ns/op","0.0","100"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,6216.738342858752,NaN,"ns/op","0.0","1000"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,9.738531710302324,NaN,"ns/op","0.25","1"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,92.21589623935284,NaN,"ns/op","0.25","10"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,1644.5589084713988,NaN,"ns/op","0.25","100"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,26065.378905881244,NaN,"ns/op","0.25","1000"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,9.695071101818654,NaN,"ns/op","0.5","1"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,224.83200898824484,NaN,"ns/op","0.5","10"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,3680.541518177708,NaN,"ns/op","0.5","100"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,60128.944967099895,NaN,"ns/op","0.5","1000"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,9.78998979018578,NaN,"ns/op","0.75","1"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,311.4652900311188,NaN,"ns/op","0.75","10"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,5533.959824678627,NaN,"ns/op","0.75","100"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,90212.85966625967,NaN,"ns/op","0.75","1000"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,16.480198870984015,NaN,"ns/op","1.0","1"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,431.43490217516063,NaN,"ns/op","1.0","10"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,8347.697433429339,NaN,"ns/op","1.0","100"
"scala.collection.immutable.HashSetBenchmark.filter","avgt",1,1,120272.03686036427,NaN,"ns/op","1.0","1000"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,17.776122676353893,NaN,"ns/op","0.0","1"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,528.2044373834822,NaN,"ns/op","0.0","10"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,7563.074672904228,NaN,"ns/op","0.0","100"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,131223.02296673376,NaN,"ns/op","0.0","1000"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,18.172346372297945,NaN,"ns/op","0.25","1"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,517.7673246881195,NaN,"ns/op","0.25","10"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,7795.649296501233,NaN,"ns/op","0.25","100"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,133770.68972188633,NaN,"ns/op","0.25","1000"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,18.45270549485113,NaN,"ns/op","0.5","1"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,346.07419817436005,NaN,"ns/op","0.5","10"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,4861.108961608196,NaN,"ns/op","0.5","100"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,104437.2402910328,NaN,"ns/op","0.5","1000"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,17.647650348666378,NaN,"ns/op","0.75","1"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,222.954848188879,NaN,"ns/op","0.75","10"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,2810.605737290354,NaN,"ns/op","0.75","100"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,50485.92354014599,NaN,"ns/op","0.75","1000"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,11.811239088821875,NaN,"ns/op","1.0","1"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,79.78430014419571,NaN,"ns/op","1.0","10"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,1267.553668149154,NaN,"ns/op","1.0","100"
"scala.collection.immutable.HashSetBenchmark.intersect","avgt",1,1,21117.703892679012,NaN,"ns/op","1.0","1000"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,35.849521484800576,NaN,"ns/op","0.0","1"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,116.99822528998395,NaN,"ns/op","0.0","10"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,1918.0282915080359,NaN,"ns/op","0.0","100"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,44209.83251270966,NaN,"ns/op","0.0","1000"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,33.7027421749883,NaN,"ns/op","0.25","1"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,31.89111948147507,NaN,"ns/op","0.25","10"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,49.826191627979895,NaN,"ns/op","0.25","100"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,108.8428722804622,NaN,"ns/op","0.25","1000"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,35.796761292902815,NaN,"ns/op","0.5","1"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,32.33492435960352,NaN,"ns/op","0.5","10"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,46.882684517838854,NaN,"ns/op","0.5","100"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,107.14735701822727,NaN,"ns/op","0.5","1000"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,35.55537133373867,NaN,"ns/op","0.75","1"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,33.427806193717544,NaN,"ns/op","0.75","10"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,24.591657846257814,NaN,"ns/op","0.75","100"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,30.210713595647803,NaN,"ns/op","0.75","1000"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,35.143749614936745,NaN,"ns/op","1.0","1"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,30.827108888306977,NaN,"ns/op","1.0","10"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,22.849740440060245,NaN,"ns/op","1.0","100"
"scala.collection.immutable.HashSetBenchmark.subsetOf","avgt",1,1,28.882957032985697,NaN,"ns/op","1.0","1000"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,23.413767929676823,NaN,"ns/op","0.0","1"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,124.05399247347229,NaN,"ns/op","0.0","10"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,1951.0100459394278,NaN,"ns/op","0.0","100"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,58560.957625773684,NaN,"ns/op","0.0","1000"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,22.923838196342402,NaN,"ns/op","0.25","1"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,275.71367044002557,NaN,"ns/op","0.25","10"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,3914.823485615687,NaN,"ns/op","0.25","100"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,65186.65974195076,NaN,"ns/op","0.25","1000"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,23.363321907307046,NaN,"ns/op","0.5","1"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,363.9425635332436,NaN,"ns/op","0.5","10"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,5596.925910922974,NaN,"ns/op","0.5","100"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,91992.62075252776,NaN,"ns/op","0.5","1000"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,21.700667206884997,NaN,"ns/op","0.75","1"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,447.8428843214769,NaN,"ns/op","0.75","10"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,8060.185818697502,NaN,"ns/op","0.75","100"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,133059.2292267051,NaN,"ns/op","0.75","1000"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,52.983305118470156,NaN,"ns/op","1.0","1"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,628.6368224565775,NaN,"ns/op","1.0","10"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,13368.885347632246,NaN,"ns/op","1.0","100"
"scala.collection.immutable.HashSetBenchmark.union","avgt",1,1,162609.49082636138,NaN,"ns/op","1.0","1000"
